2/1/2019,13
2/2/2019,17
2/3/2019,35
2/4/2019,41
2/5/2019,30
2/6/2019,40
2/7/2019,24
2/8/2019,14
2/9/2019,10
2/10/2019,20
2/11/2019,33
2/12/2019,27
2/13/2019,20
2/14/2019,31
2/15/2019,23
2/16/2019,21
2/17/2019,24
2/18/2019,26
2/19/2019,21
2/20/2019,29
2/21/2019,27
2/22/2019,28
2/23/2019,37
2/24/2019,25
2/25/2019,17
2/26/2019,25
2/27/2019,28
2/28/2019,27
